time;current_supply;current_sbd_supply;pending_rewarded_vesting_shares;pending_rewarded_vesting_steem;total_pow;total_vesting_fund_steem; total_vesting_shares;virtual_supply;account_count
1503168264;253764504.089;3493136.410;281036060.927246;135947.976;514415;182993781.345;377590588920.730299;256858513.309;320067
1503168321;253764538.276;3493146.108;281051204.054973;135955.315;514415;182993812.224;377590639421.723866;256858556.086;320067
1503168444;253764599.093;3493181.524;281107992.595992;135982.837;514415;182993862.666;377590714990.778655;256858648.272;320069
1503168501;253764624.514;3493201.110;281158614.202768;136007.370;514415;182993875.514;377590728287.290071;256858691.041;320069
1503168624;253764711.263;3493207.239;281127129.038811;135992.112;514415;182993935.248;377590823024.115354;256858783.219;320069
1503168681;253764736.315;3493227.253;280670392.254317;135770.767;514415;182994197.019;377591349960.032928;256858825.998;320069
1503168804;253764765.936;3493296.690;280699123.290885;135784.693;514415;182994274.032;377591480356.472109;256858917.122;320069
1503168861;253764787.224;3493320.948;280747555.284482;135808.165;514415;182994248.966;377591415418.554326;256858959.897;320069
1503168921;253764795.545;3493362.332;280859427.049388;135862.382;514415;182994628.134;377592183882.590479;256859004.873;320069
1503168981;253764831.956;3493372.015;280760578.871849;135814.479;514415;182994699.397;377592317021.720427;256859049.861;320070
1503169104;253764913.688;3493383.825;280765227.373102;135816.732;514415;182994731.675;377592355105.470670;256859142.053;320073
1503169161;253764955.004;3493385.475;280756369.073993;135812.439;514415;182994745.964;377592371372.480648;256859184.831;320073
1503169284;253764976.874;3493464.007;280579015.235332;135726.497;514415;182994952.157;377592768333.653394;256859276.260;320076
1503169341;253765013.019;3493471.484;280593021.457823;135733.285;514415;182994946.206;377592742841.345453;256859319.027;320076
1503169464;253765090.928;3493487.582;280549465.909406;135712.177;514415;182995149.783;377593134387.701636;256859411.195;320078
1503169521;253765129.831;3493491.956;280620700.846761;135746.700;514415;182995110.846;377593040828.517418;256859453.972;320078
1503169581;253765070.789;3493609.997;280920164.629795;135891.831;514415;182995166.285;377593141311.212791;256859499.484;320078
1503169704;253765017.246;3493774.526;281321218.429891;136086.196;514415;182995133.593;377593045334.164344;256859591.671;320082
1503169761;253765053.062;3493781.533;281299316.425993;136075.583;514415;182995162.675;377593092130.837627;256859633.693;320083
1503169884;253765025.244;3493917.024;281456322.519016;136151.679;514415;182996558.508;377595943795.447405;256859725.885;320083
1503169944;253765073.371;3493913.479;281417453.894797;136132.842;514415;182996591.172;377595997283.843422;256859770.872;320087
1503170064;253765122.757;3493959.296;281497142.000056;136171.462;514415;182996495.085;377595771201.272470;256859860.840;320088
1503170121;253765161.476;3493958.874;281470121.272534;136158.367;514415;182996524.049;377595817752.010421;256859899.185;320089
1503170181;253765205.086;3493959.582;281471718.028194;136159.141;514415;182996530.831;377595817835.313239;256859943.422;320089
1503170304;253765292.434;3493965.046;281337497.593573;136094.095;514415;182996879.801;377596509385.855098;256860035.610;320090
1503170361;253765332.276;3493968.359;281224833.023044;136039.495;514415;182996776.752;377596283542.746685;256860078.386;320090
1503170421;253765341.146;3494009.991;281472969.951824;136159.751;514415;182996811.026;377596340350.275890;256860124.131;320092
1503170544;253765419.202;3494024.950;281412143.621032;136130.276;514415;182996877.574;377596449155.913290;256860215.437;320093
1503170601;253765457.076;3494030.477;281378530.460423;136113.986;514415;182996913.405;377596509874.886249;256860258.207;320094
1503170661;253765486.750;3494046.769;281394567.739089;136121.759;514415;182996944.341;377596559799.342264;256860302.311;320094
1503170721;253765524.203;3494054.423;281413520.114480;136130.944;514415;182996955.620;377596569161.237260;256860346.544;320095
1503170844;253765600.700;3494070.091;281418192.687747;136133.209;514415;182996984.551;377596600337.717498;256860436.918;320096
1503170904;253765615.038;3494104.695;281491612.558443;136168.791;514415;182997009.336;377596637568.555337;256860481.906;320096
1503171024;253765693.649;3494117.116;281452141.125407;136149.662;514415;182997060.060;377596714412.262390;256863315.205;320097
1503171081;253765727.023;3494127.725;281441477.803616;136144.496;514415;182997084.677;377596751994.520157;256863357.984;320097
1503171144;253765769.518;3494133.033;281411196.755557;136129.821;514415;182997126.343;377596823363.594207;256863405.185;320097
1503171204;253765808.829;3494139.429;281061239.692229;135960.220;514415;182997314.744;377597198203.273585;256863450.166;320097
1503171324;253765858.543;3494184.846;281279447.911505;136065.972;514415;182997352.119;377597247507.722937;256863540.144;320098
1503171384;253765899.699;3494189.168;281299072.904336;136075.483;514415;182997365.230;377597260650.275397;256863585.131;320099
1503171504;253765971.050;3494210.170;281211066.896223;136032.833;514415;182997449.853;377597407438.961677;256863675.101;320099
1503171561;253765979.774;3494248.581;281277732.878812;136065.142;514415;182997496.839;377597491176.077624;256863717.877;320099
1503171684;253766050.317;3494272.139;281289582.681151;136070.885;514415;182997617.307;377597711233.749016;256863809.305;320102
1503171741;253766087.331;3494278.994;281329678.303134;136090.317;514415;182997641.694;377597748342.476387;256863852.396;320102
1503171864;253766169.425;3494289.280;281248799.930071;136051.121;514415;182997781.714;377598008748.377274;256863943.609;320105
1503171921;253766194.355;3494308.562;281288480.759149;136070.352;514415;182997806.794;377598047283.569794;256863985.633;320107
1503172044;253766271.026;3494326.063;280503602.941143;135689.974;514415;182998231.379;377598894856.364198;256864077.819;320108
1503172101;253766311.805;3494328.219;280494707.350116;135685.663;514415;182998252.088;377598924371.879588;256864120.509;320108
1503172161;253766355.195;3494328.876;280468532.894236;135672.978;514415;182995515.160;377593263080.095199;256864164.482;320110
1503172284;253766431.874;3494345.497;280477514.079343;135677.331;514415;182995593.899;377593397034.676608;256864255.896;320111
1503172341;253766478.769;3494340.855;280037492.390915;135464.084;514415;182995833.013;377593877217.220460;256864298.675;320112
1503172404;253766516.561;3494351.468;280059942.206612;135474.964;514415;182995659.881;377593505367.380576;256864345.876;320113
1503172524;253766591.411;3494368.179;280090063.633553;135489.562;514415;182996478.493;377595166672.661646;256864435.541;320117
1503172581;253766632.327;3494370.282;280074356.915010;135481.950;514415;182996497.594;377595192869.998455;256864478.321;320117
1503172704;253766709.333;3494387.399;279988962.345701;135440.582;514415;182996666.225;377595512339.952121;256864570.502;320118
1503172761;253766749.044;3494390.856;279909768.176173;135402.202;514415;182996721.886;377595613977.517765;256864613.278;320118
1503172884;253766820.237;3494414.537;279887838.235609;135391.575;514415;182996792.572;377595731320.982560;256864705.464;320119
1503172941;253766834.572;3494446.621;280005640.003765;135448.666;514415;182996668.740;377595462588.340680;256864748.243;320120
1503173001;253768126.536;3493040.034;280030569.986049;135460.748;514415;182996728.031;377595571020.569681;256864793.232;320120
1503173124;253768147.629;3493120.227;280224896.313961;135554.928;514415;182996755.491;377595599167.703678;256864885.418;320121
1503173181;253768189.528;3493121.216;280179233.035605;135532.798;514415;182996785.947;377595648795.615316;256864928.194;320122
1503173244;253768234.241;3493123.171;280178589.024906;135532.486;514415;182996818.894;377595702173.140487;256864974.640;320126
1503173364;253768303.244;3493146.822;280173000.583217;135529.778;514415;182996870.522;377595780885.834919;256865064.611;320126
1503173424;253768337.276;3493159.180;280165626.220998;135526.205;514415;182996901.479;377595830855.090492;256865109.598;320127
1503173544;253768414.432;3493172.642;280084162.392856;135486.726;514415;182996802.034;377595597844.703314;256865198.689;320127
1503173601;253768372.127;3493269.453;280430227.725185;135654.442;514415;182996793.086;377595566164.649220;256865242.209;320127
1503173724;253768441.669;3493294.049;280393746.982049;135636.763;514415;182996857.616;377595670801.741156;256865333.556;320127
1503173781;253768456.208;3493325.897;280520095.076458;135697.996;514415;182980547.884;377562004079.898272;256865376.329;320128
1503173841;253768459.357;3493373.090;280646071.873092;135759.049;514415;182980563.677;377562022756.644691;256865421.316;320128
1503173964;253768486.167;3493445.980;280662689.029617;135767.112;514415;182980689.240;377562253348.245198;256865512.745;320129
1503174024;253768485.413;3493497.574;280778511.827803;135823.244;514415;182980712.347;377562287115.085886;256865557.730;320130
1503174144;253768566.277;3493508.709;280480439.759362;135678.789;514415;182980865.604;377562575527.740802;256865648.465;320131
1503174201;253768612.245;3493505.104;280430585.246278;135654.628;514415;182981870.147;377564635086.544850;256865691.237;320132
1503174324;253768668.239;3493545.077;280470605.613628;135674.024;514415;182981928.439;377564726851.044135;256865782.668;320134
1503174384;253768705.207;3493554.126;280486927.039043;135681.934;514415;182981941.750;377564740409.256698;256865827.659;320135
1503174504;253768784.864;3493566.622;280253055.328369;135568.596;514415;182982102.196;377565043667.943131;256865918.394;320135
1503174561;253768822.043;3493572.937;280205249.671370;135545.428;514415;182982144.244;377565117217.123537;256865961.171;320135
1503174624;253768860.581;3493581.855;280193025.733268;135539.504;514415;182982096.486;377565004067.578055;256866007.615;320135
1503174744;253771138.032;3491114.378;280231942.793510;135558.365;514415;182982183.777;377565156364.322632;256866097.586;320137
1503174801;253771170.049;3491126.504;280225904.739238;135555.439;514415;182982197.501;377565171469.168235;256866140.353;320140
1503174924;253771232.436;3491160.105;280316705.694077;135599.445;514415;182982020.083;377564776868.137149;256866232.529;320144
1503174984;253771268.389;3491170.295;280481534.246117;135679.327;514415;182981992.564;377564706170.260157;256866277.515;320146
1503175104;253771326.032;3491206.758;280567847.815701;135721.158;514415;182981900.632;377564488652.051785;256866367.484;320148
1503175164;253771363.013;3491215.791;280620883.360977;135746.861;514415;182981962.189;377564601758.801220;256866412.473;320149
1503175284;253771438.758;3491231.357;280707448.409432;135788.815;514415;182982143.586;377564948237.358040;256866502.017;320151
1503175341;253771477.047;3491236.420;280525855.978230;135700.809;514415;182982350.052;377565361044.902634;256866544.795;320151
1503175464;253771539.996;3491267.549;280569261.369666;135721.845;514415;182982250.246;377565126588.885663;256866635.340;320152
1503175521;253771579.767;3491271.791;280577757.399144;135725.963;514415;182982281.558;377565177982.307676;256866678.872;320153
1503175644;253771654.635;3491291.323;280494310.462887;135685.522;514415;182982365.845;377565323388.990379;256866771.056;320154
1503175704;253771661.018;3491334.867;280608125.139660;135740.681;514415;182982388.729;377565356698.720022;256866816.041;320154
1503175824;253771736.034;3491350.875;280580990.924914;135727.531;514415;182982421.773;377565397066.482468;256866905.249;320156
1503175881;253771775.276;3491354.863;280577670.882792;135725.922;514415;182982439.096;377565419598.379352;256866948.026;320157
1503176004;253771847.264;3491377.649;280613519.791934;135743.297;514415;182982477.061;377565469422.934857;256867040.215;320162
1503176064;253771853.568;3491407.282;280633928.741037;135753.188;514415;182982592.551;377565693813.812492;256867072.789;320170
1503176121;253771891.345;3491412.921;280648459.200609;135760.230;514415;182982607.801;377565712068.463233;256867115.565;320177
1503176181;253771934.677;3491414.789;280596425.661347;135735.013;514415;182982652.048;377565789460.852212;256867160.553;320182
1503176304;253772016.425;3491426.565;280429945.239474;135654.333;514415;182982777.025;377566018828.946863;256867252.741;320191
1503176361;253772053.500;3491432.997;280444531.394225;135661.402;514415;182982786.669;377566025513.152977;256867295.518;320194
1503176484;253772125.067;3491455.260;280480886.118088;135679.021;514415;182982821.122;377566068085.827050;256867386.822;320203
1503176544;253772168.699;3491456.794;280440518.618419;135659.458;514415;182982834.287;377566081341.160540;256867431.814;320207
1503176664;253773496.837;3490060.147;280416600.875222;135647.867;514415;182982835.373;377566055761.350294;256867521.790;320216
1503176724;253773540.434;3490060.869;280412519.444830;135645.889;514415;182982851.316;377566074747.791635;256867566.027;320223
1503176784;253773580.642;3490067.116;280421105.133919;135650.050;514415;182982874.776;377566109243.047418;256867611.773;320233
1503176904;253773610.128;3490134.488;280499954.836400;135688.264;514415;182982966.342;377566270356.597777;256867700.986;320250
1503176964;253773652.368;3490137.592;280511396.176039;135693.809;514415;182982982.640;377566290075.887505;256867745.977;320255
1503177084;253773690.149;3490196.317;280635170.714910;135753.795;514415;182983008.689;377566316004.749551;256867835.820;320278
1503177141;253773710.872;3490220.342;280725937.507075;135797.784;514415;182983022.855;377566332020.281446;256867877.841;320286
1503177264;253774273.510;3489690.529;281004333.139995;135932.705;514415;182983065.234;377566390948.676710;256867970.787;320314
1503177321;253774333.200;3489670.599;281009147.038111;135935.038;514415;182983071.313;377566390277.581599;256868012.809;320324
1503177444;253774427.480;3489668.237;280919608.396356;135891.645;514415;182983157.389;377566539371.422578;256868104.995;320342
1503177504;253774464.038;3489677.745;280938859.799764;135900.975;514415;182983110.270;377566428234.082845;256868149.982;320354
1503177624;253774546.502;3489686.222;280896873.393554;135880.627;514415;182982626.539;377565402283.214234;256868239.961;320373
1503177684;253774571.668;3489708.584;280936135.616519;135899.655;514415;182982664.257;377565466200.536649;256868284.951;320388
1503177804;253774656.697;3489713.659;280842458.370420;135854.256;514415;182982744.306;377565603553.823260;256868374.479;320400
1503177864;253774661.423;3489758.223;280946837.041646;135904.842;514415;182982764.656;377565631634.984136;256868418.712;320407
1503177924;253774699.852;3489765.622;280973960.066313;135917.987;514415;182982794.445;377565679193.832776;256868463.701;320413
1503177984;253774725.621;3489788.152;281026302.075215;135943.354;514415;182982812.979;377565703526.501344;256868509.443;320421
1503178104;253774769.273;3489839.557;281051101.053281;135955.373;514415;182982897.486;377565850077.518286;256868598.667;320442
1503178164;253774807.103;3489848.485;281052956.068857;135956.273;514415;182982993.143;377566033546.237509;256868644.412;320450
1503178224;253774839.730;3489862.430;281098647.548504;135978.417;514415;182983012.681;377566059953.385990;256868689.401;320464
1503178344;253774915.969;3489877.082;281109946.227905;135983.893;514415;182983234.090;377566488988.446239;256868778.630;320483
1503178401;253774956.616;3489879.476;281021249.362033;135940.908;514415;182983293.913;377566599214.738152;256868821.399;320491
1503178524;253775035.291;3489894.704;280895732.857136;135880.079;514415;182983340.841;377566667531.486327;256868913.574;320508
1503178584;253775072.498;3489903.483;280880611.932975;135872.751;514415;182983332.074;377566635534.187646;256868958.564;320518
1503178704;253775154.654;3489912.297;280838512.620691;135852.349;514415;182983419.420;377566787941.924943;256869048.534;320542
1503178764;253775197.722;3489914.466;280837565.395848;135851.890;514415;182983922.118;377567811295.377014;256869093.525;320548
1503178884;253775236.445;3489972.280;280992872.703932;135927.158;514415;182984406.503;377568782953.796056;256869183.501;320560
1503178944;253775277.303;3489976.938;280980287.559423;135921.059;514415;182984432.358;377568822395.306531;256869228.489;320565
1503179064;253775361.490;3489983.464;280932847.872329;135898.069;514415;182984407.935;377568744179.552372;256869318.461;320578
1503179124;253775397.360;3489993.752;280916134.262245;135889.969;514415;182984462.629;377568843126.090503;256869363.452;320590
1503179184;253775437.042;3489999.743;280926467.723228;135894.977;514415;182984881.634;377569693787.864208;256869408.445;320595
1503179304;253775485.143;3490046.972;281032311.562084;135946.273;514415;182984925.324;377569756120.012611;256869498.416;320611
1503179364;253775454.811;3490131.935;281158008.355648;136007.191;514415;182984957.269;377569808124.206873;256869543.405;320617
1503179424;253775493.874;3490137.767;281152319.506252;136004.434;514415;182985031.043;377569946438.167232;256869587.639;320626
1503179544;253775559.836;3490164.858;281212673.731746;136033.684;514415;182985140.659;377570144799.979553;256869677.617;320637
1503179604;253775575.801;3490198.453;281295722.952255;136073.933;514415;182985312.913;377570486317.803013;256869723.365;320643
1503179724;253775656.942;3490208.424;281288191.251529;136070.283;514415;182985269.837;377570369610.152594;256869813.346;320658
1503179784;253775678.391;3490234.976;281356667.029594;136103.469;514415;182985285.805;377570388648.272698;256869858.334;320664
1503179904;253775736.611;3490268.445;281434997.497743;136141.431;514415;182986629.913;377573134252.472272;256869946.225;320672
1503179964;253775756.441;3490296.824;281543975.489964;136194.246;514415;182986660.002;377573182427.849821;256869991.214;320678
1503180084;253775799.029;3490350.280;281650891.877865;136246.065;514415;182986713.838;377573265699.925726;256870081.192;320692
1503180144;253775839.359;3490355.533;281591147.509624;136217.111;514415;182986761.901;377573350965.739063;256870126.179;320698
1503180264;253777186.228;3488929.404;281603052.753640;136222.881;514415;182986760.365;377573320676.934972;256870208.749;320709
1503180324;253777224.848;3488935.313;281601059.423586;136221.915;514415;182986786.006;377573359675.290038;256870252.607;320714
1503180444;253777304.667;3488946.772;281582482.308848;136212.912;514415;183086835.886;377779773908.518034;256870342.585;320725
1503180504;253777324.357;3488975.307;281785225.177009;136311.169;514415;183086853.086;377779795488.193660;256870387.572;320732
1503180564;253777338.152;3489010.493;281890142.309143;136362.016;514415;183086917.715;377779914931.739767;256870432.560;320741
1503180684;253777417.104;3489022.082;281891443.053078;136362.647;514415;183086990.120;377780036511.909464;256870521.786;320753
1503180744;253777457.181;3489027.611;281879526.675078;136356.872;514415;183087013.519;377780070882.013892;256870566.765;320760
1503180864;253777531.894;3489044.828;281853610.452426;136344.314;514415;183087289.490;377780612498.581076;256870656.741;320772
1503180921;253777567.301;3489053.996;281848250.876446;136341.717;514415;183087317.322;377780656713.441027;256870700.276;320779
1503181044;253777648.256;3489065.814;281852593.233372;136343.822;514415;183087348.106;377780691715.585464;256870791.708;320798
1503181104;253777680.157;3489080.574;281895342.608987;136364.540;514415;183087340.186;377780661458.457860;256870836.694;320805
1503181161;253777712.201;3489092.677;281781031.560854;136309.141;514415;183086859.929;377779657283.675238;256870879.467;320810
1503181224;253777737.797;3489117.042;281634405.788217;136238.081;514415;183086975.067;377779880254.091771;256870926.664;320816
1503181284;253777780.146;3489120.020;281617915.116735;136230.089;514415;183086661.055;377779218412.170281;256870971.653;320822
1503181404;253777850.980;3489141.598;281716846.829354;136278.036;514415;183091141.875;377788436275.301673;256871061.616;320837
1503181464;253777892.415;3489145.607;281674191.783063;136257.364;514415;183091181.635;377788504406.354469;256871106.605;320839
1503181524;253777919.954;3489165.291;281747048.245520;136292.674;514415;183091199.316;377788526981.910906;256871151.594;320841
1503181644;253777877.712;3489314.427;282097564.762875;136462.548;514415;183091243.293;377788589907.050311;256871241.565;320854
1503181704;253777852.248;3489393.895;282216368.230466;136520.125;514415;183091255.000;377788600146.860230;256871286.552;320862
1503181824;253777890.661;3489452.039;282131019.430958;136478.762;514415;183091348.103;377788764431.352658;256882385.357;320878
1503181884;253777930.822;3489456.962;282111767.797647;136469.432;514415;183091376.021;377788808124.458535;256882429.898;320885
1503182004;253778012.925;3489465.759;282020017.385445;136424.968;514415;183091457.080;377788947557.460086;256882519.828;320894
1503182064;253778054.874;3489468.324;282006970.485625;136418.645;514415;183090224.181;377786389691.602084;256882564.059;320898
1503182184;253778080.300;3489540.872;282179046.544787;136502.040;514415;183090255.231;377786425932.361835;256882654.029;320906
1503182244;253778106.377;3489562.977;282231879.666776;136527.645;514415;183090259.407;377786420636.233465;256882699.772;320911
1503182364;253778185.378;3489574.452;282049481.912335;136439.253;514415;183091168.281;377788268182.211449;256882788.982;320918
1503182424;253778225.044;3489580.431;282051553.197575;136440.257;514415;183091092.869;377788098665.684352;256882833.968;320923
1503182544;253778301.873;3489595.209;282047408.501491;136438.249;514415;183091130.518;377788148523.990313;256882923.945;320929
1503182604;253778341.072;3489601.715;282055001.508168;136441.929;514415;183091145.560;377788165648.305076;256882968.932;320935
1503182724;253778412.023;3489622.246;282065759.831776;136447.143;514415;183091187.610;377788224588.511180;256883058.149;320943
1503182784;253778445.997;3489634.777;282099731.431132;136463.607;514415;183091203.842;377788244169.475260;256883103.271;320951
1503182904;253778515.854;3489652.376;282111504.847293;136469.313;514415;183091248.370;377788308217.878612;256883188.786;320966
1503182964;253778552.140;3489661.305;282128108.619118;136477.360;514415;183091262.202;377788322848.538763;256883233.016;320971
1503183084;253778577.006;3489733.411;282248236.595945;136535.580;514415;183092415.975;377790675710.382558;256883322.033;320979
1503183144;253778618.361;3489737.496;282273934.051195;136548.034;514415;183092376.595;377790580539.690489;256883367.022;320991
1503183204;253778634.746;3489770.493;282353341.329413;136586.518;514415;183092289.509;377790386935.763329;256883412.764;320994
1503183324;253778702.306;3489795.685;282357144.054706;136588.371;514415;183092329.389;377790441415.131158;256883502.737;321003
1503183384;253778748.162;3489791.962;282356002.900125;136587.818;514415;183092348.860;377790467675.080297;256883545.281;321011
1503183444;253778782.740;3489803.661;282357938.274950;136588.756;514415;183092373.317;377790504226.488586;256883590.267;321014
1503183564;253778837.209;3489843.555;282425245.690250;136621.377;514415;183092425.528;377790584141.959631;256883680.229;321023
1503183624;253778837.135;3489894.204;282517694.824418;136666.188;514415;183092508.261;377790740951.819589;256883725.216;321025
1503183744;253778916.782;3489905.813;282517770.902198;136666.225;514415;183092589.263;377790880267.811068;256883815.192;321029
1503183804;253780246.280;3488462.025;282521456.070838;136668.011;514415;183092602.373;377790893406.851361;256883860.181;321032
1503183924;253780333.644;3488463.954;282414337.068515;136616.100;514415;183092833.535;377791342570.855267;256883949.261;321039
1503183984;253780373.912;3488469.261;282385620.777335;136602.183;514415;183092865.919;377791395481.012350;256883994.250;321044
1503184104;253780457.590;3488475.493;282375964.669479;136597.504;514415;183092905.664;377791449672.117019;256884083.473;321049
1503184164;253780489.703;3488488.883;282461031.822848;136638.731;514415;183092931.896;377791489886.280622;256884127.499;321052
1503184284;253780571.058;3488497.126;282374757.842302;136596.921;514415;183093015.337;377791634242.003821;256884216.187;321055
1503184344;253780610.512;3488504.193;282390164.817164;136604.388;514415;183093032.899;377791656567.133523;256884261.929;321060
1503184464;253780447.327;3488787.895;282710914.724416;136759.838;514415;183093294.043;377792167590.006913;256884351.148;321070
1503184524;253780490.703;3488789.707;282687796.750320;136748.635;514415;183093320.024;377792207291.900013;256884396.136;321074
1503184584;253780521.540;3488805.611;282717121.055267;136762.847;514415;183092930.625;377791389902.570303;256884441.122;321076
1503184704;253780585.992;3488834.209;282667129.556518;136738.658;514415;183092754.775;377790999315.829197;256884531.017;321085
1503184764;253780592.820;3488877.948;282777314.261866;136792.058;514415;183092778.182;377791033705.019294;256884576.759;321093
1503184884;253780676.512;3488885.018;282653376.117324;136731.995;514415;183092868.950;377791193183.309459;256884666.741;321098
1503184944;253780702.933;3488905.032;282704923.315555;136756.977;514415;183092883.713;377791209738.232895;256884710.968;321100
1503185064;253780779.974;3488919.534;282636013.634804;136723.583;514415;183092932.572;377791282742.531072;256884800.911;321110
1503185124;253780818.421;3488926.883;282620793.834101;136716.207;514415;183092961.005;377791327503.846298;256884845.896;321111
1503185244;253780883.917;3488949.067;282693991.989592;136751.682;514415;183092993.652;377791367052.809064;256884931.129;321113
1503185304;253780927.754;3488950.351;282629645.142482;136720.497;514415;183093032.296;377791432882.196404;256884976.108;321114
1503185364;253780959.011;3488965.785;282669874.981947;136739.994;514415;183093026.072;377791406131.642062;256885021.097;321117
1503185484;253781031.438;3488984.660;282693128.406247;136751.264;514415;183093051.693;377791431184.079275;256885110.317;321123
1503185544;253781052.466;3489011.594;282704414.417393;136756.734;514415;183093117.854;377791553793.261074;256885155.307;321124
1503185604;253781071.937;3489041.122;282748987.399792;136778.336;514415;183093149.024;377791604202.117996;256885201.049;321126
1503185724;253781156.463;3489047.250;282694481.720649;136751.921;514415;183093158.313;377791595553.248267;256885291.027;321135
1503185784;253781208.656;3489039.148;282708341.380263;136758.638;514415;183093075.203;377791410156.269168;256885336.011;321138
1503185844;253781240.069;3489053.055;282753632.629041;136780.588;514415;183093089.121;377791424965.417859;256885379.797;321141
1503185964;253781310.482;3489075.893;282790909.277967;136798.654;514415;183093128.125;377791477630.281505;256885470.529;321147
1503186024;253781351.560;3489080.291;282761652.278736;136784.475;514415;183093163.991;377791537728.708494;256885515.519;321151
1503186084;253781393.818;3489083.362;282762764.417520;136785.014;514415;183093179.413;377791555643.045268;256885560.510;321153
1503186204;253781474.302;3489093.172;282710942.458026;136759.901;514415;183093241.386;377791655705.218559;256885649.721;321156
1503186264;253781508.097;3489104.755;282741158.570497;136774.545;514415;183093252.854;377791665458.767922;256885693.822;321158
1503186324;253781533.979;3489126.233;282762564.005892;136784.919;514415;183093282.649;377791713029.986316;256885738.812;321159
1503186444;253781600.509;3489139.480;282797542.225916;136801.871;514415;183058705.170;377720338609.381582;256885817.128;321167
1503186504;253781644.887;3489140.166;282798024.966021;136802.105;514415;183058765.789;377720449782.128083;256885862.116;321170
1503186624;253781883.181;3488973.457;282866677.837812;136835.377;514415;183058835.132;377720565046.857997;256885952.092;321173
1503186684;253781919.533;3488983.162;282882520.511454;136843.055;514415;183058850.559;377720582971.483946;256885997.079;321175
1503186744;253781960.832;3488986.456;282866925.230661;136835.497;514415;183058873.694;377720616800.895983;256886041.308;321176
1503186804;253781964.248;3489034.032;282976804.631918;136888.749;514415;183058895.113;377720647089.354779;256886087.052;321178
1503186864;253781998.698;3489045.679;282931393.929845;136866.742;514415;183059945.824;377722801203.387440;256886131.864;321181
1503186984;253782075.183;3489059.990;282939609.676690;136870.724;514415;183060084.487;377723059502.671522;256886221.081;321189
1503187086;253782134.838;3489080.002;282936503.505512;136869.221;514415;183060182.563;377723238231.965171;256886298.540;321190
1503187146;253782142.681;3489120.901;282980689.210292;136890.636;514415;183060208.416;377723277669.664419;256886342.770;321192
1503187206;253782184.512;3489123.951;282991247.461019;136895.753;514415;183060225.530;377723299075.305188;256886387.315;321193
1503187266;253782215.896;3489139.054;282984367.840858;136892.419;514415;183060259.448;377723355152.660239;256886432.136;321194
1503187386;253782299.549;3489146.161;282742885.543875;136775.391;514415;183060405.381;377723628461.487747;256886522.112;321201
1503187446;253782341.936;3489149.087;282749956.620497;136778.818;514415;183060417.770;377723640117.679929;256886567.102;321203
1503187566;253782413.817;3489169.421;282795788.331435;136801.030;514415;183060280.921;377723329926.924457;256886657.074;321207
1503187626;253782428.473;3489201.664;282902609.709815;136852.800;514415;183060289.979;377723334708.815059;256886700.416;321208
1503187686;253782469.608;3489205.998;282908248.507242;136855.537;514415;183061054.067;377724897415.398661;256886745.406;321213
1503187806;253782546.339;3489221.735;282931030.053230;136866.578;514415;183061080.427;377724923988.845705;256886836.138;321220
1503187866;253782549.554;3489268.686;283014814.556398;136907.184;514415;183061111.500;377724974197.191777;256886881.125;321223
1503187926;253782568.748;3489296.826;283082580.194435;136940.026;514415;183061126.810;377724991880.425612;256886925.354;321225
1503188046;253782658.087;3489298.391;283142130.749892;136968.887;514415;183061148.346;377725008499.291739;256887016.086;321230
1503188106;253782629.548;3489380.185;283338192.997255;137063.907;514415;183061144.633;377724986929.807758;256887060.317;321230
1503188226;253782701.041;3489400.961;283335197.061479;137062.456;514415;183061194.295;377725061586.401524;256887150.294;321238
1503188286;253782728.490;3489420.676;283362481.178396;137075.679;514415;183061708.381;377726108432.043407;256887195.283;321239
1503188406;253782801.495;3489434.754;283295499.120189;137043.217;514415;183061788.808;377726246566.776163;256887280.813;321242
1503188466;253782774.900;3489515.210;283498781.643910;137141.736;514415;183061801.600;377726259054.359547;256887325.798;321245
1503188640;253782859.107;3489567.291;284300245.726505;137530.159;514415;183061679.738;377725967274.801598;256887456.340;321250
1503188700;253782882.415;3489591.659;284363467.771623;137560.799;514415;183061721.026;377726038560.516953;256887501.328;321253
1503188760;253782894.679;3489627.594;284462212.473559;137608.657;514415;183061739.321;377726062407.609361;256887545.563;321256
1503188880;253782952.625;3489663.544;284440053.014862;137597.919;514415;183061825.522;377726212459.528812;256887635.493;321264
1503188940;253782977.461;3489687.044;284500328.537047;137627.131;514415;183061840.068;377726228565.967330;256887681.236;321267
1503189060;253783070.321;3489682.951;284587933.133124;137669.588;514415;183061898.665;377726321659.011819;256887770.455;321269
1503189120;253783109.778;3489690.004;284461971.966783;137608.552;514415;183061982.086;377726479901.790912;256887816.187;321270
1503189240;253783155.823;3489738.529;284585796.820666;137668.563;514415;183065005.453;377732690440.887755;256887905.403;321276
1503189300;253783196.445;3489743.427;284563807.002808;137657.906;514415;183065034.446;377732736357.678016;256887950.383;321278
1503189420;253783278.810;3489751.984;284552185.597202;137652.274;514415;183065061.477;377732764317.934068;256888040.361;321282
1503189480;253783322.525;3489752.669;284547483.069330;137649.995;514415;183065077.950;377732784400.459308;256888084.686;321285
1503189540;253783359.669;3489761.489;284573669.262317;137662.686;514415;183064285.260;377731134870.517796;256888129.677;321288
1503189600;253783402.351;3489760.076;284577333.814818;137664.462;514415;183064299.446;377731150234.460782;256888171.101;321291
