time;current_supply;current_sbd_supply;pending_rewarded_vesting_shares;pending_rewarded_vesting_steem;total_pow;total_vesting_fund_steem; total_vesting_shares;virtual_supply;account_count
1503071874;253684887.691;3502200.045;271765260.160261;131454.008;514415;183130379.582;377894803252.481100;256751612.774;316427
1503071904;253684910.945;3502199.590;271761968.444888;131452.413;514415;183130388.148;377894813974.966028;256751635.629;316427
1503071934;253684943.209;3502188.855;271753080.227062;131448.106;514415;183130406.784;377894845477.417049;256751658.493;316428
1503071964;253684927.861;3502231.417;271867632.981447;131503.619;514415;183130413.144;377894851646.337693;256751680.415;316428
1503071994;253684950.493;3502231.682;271855433.368829;131497.707;514415;183130425.446;377894870077.807749;256751703.279;316428
1503072024;253684972.408;3502231.903;271851102.007552;131495.608;514415;183130433.519;377894879782.598024;256751725.387;316429
1503072054;253684962.310;3502268.681;271937330.633361;131537.395;514415;183130443.053;377894892502.356160;256751747.494;316429
1503072084;253684984.462;3502269.494;271909637.848667;131523.975;514415;183130464.003;377894928779.422536;256751770.358;316429
1503072114;253685005.449;3502270.774;271889877.348908;131514.399;514415;183130480.628;377894956131.648458;256751792.466;316429
1503072144;253686189.335;3500944.022;271887601.248091;131513.296;514415;183130489.465;377894967412.994103;256751814.573;316429
1503072174;253686207.443;3500949.453;271866724.473532;131503.179;514415;183130506.722;377894996068.691027;256751837.436;316429
1503072204;253686218.947;3500962.425;271889652.265154;131514.290;514415;183130517.525;377895011407.013017;256751860.299;316429
1503072234;253686238.460;3500966.249;271821421.404519;131481.225;514415;183130534.283;377895039033.601610;256751883.161;316429
1503072264;253686258.544;3500968.557;271819679.677056;131480.381;514415;183130543.450;377895050995.993073;256751905.266;316429
1503072294;253686280.389;3500968.827;271878114.044993;131508.699;514415;183130566.247;377895091084.908110;256751927.347;316429
1503072324;253686283.678;3500991.178;271931103.259306;131534.378;514415;183130579.066;377895110583.402301;256751950.208;316429
1503072354;253686287.702;3501011.831;271987908.107333;131561.906;514415;183130589.815;377895125810.222977;256751972.317;316429
1503072384;253686304.609;3501018.633;272006925.607906;131571.122;514415;183130595.870;377895131350.796181;256751995.180;316429
1503072414;253686321.812;3501024.233;272021242.371729;131578.060;514415;183130601.155;377895135298.677796;256752017.287;316430
1503072444;253686301.898;3501072.223;272141226.210585;131636.205;514415;183130612.731;377895152232.167118;256752039.396;316430
1503072474;253686323.028;3501074.202;272145126.282746;131638.095;514415;183130746.708;377895421743.370505;256752062.259;316430
1503072504;253686345.856;3501074.234;272140132.464629;131635.675;514415;183130755.188;377895432288.078959;256752085.115;316430
1503072534;253686353.612;3501090.622;272069406.455494;131601.401;514415;183130816.580;377895552018.809479;256752107.221;316430
1503072564;253686372.541;3501095.115;272079598.203904;131606.340;514415;183130825.283;377895563023.640564;256752130.084;316430
1503072594;253686319.791;3501180.603;272320513.338389;131723.089;514415;183130830.827;377895567509.751426;256752152.192;316430
1503072624;253686340.368;3501182.350;272327983.311227;131726.709;514415;183130836.931;377895573149.453269;256752174.299;316431
1503072654;253686356.058;3501189.678;272307560.342286;131716.812;514415;183130859.997;377895613792.952756;256752196.406;316431
1503072684;253686378.477;3501190.187;272306959.839093;131716.521;514415;183130866.886;377895621054.525112;256752219.271;316431
1503072714;253686376.038;3501217.882;272337525.781455;131731.335;514415;183130901.746;377895686036.297681;256752241.083;316431
1503072744;253686368.728;3501251.465;272435403.156412;131778.767;514415;183130908.037;377895692063.862170;256752263.180;316433
1503072774;253686389.660;3501253.670;272437648.270469;131779.855;514415;183130915.351;377895700200.433704;256752286.043;316433
1503072804;253686411.913;3501254.358;272456273.546255;131788.881;514415;183130955.435;377895775960.969788;256752308.898;316434
1503072834;253686433.647;3501254.782;272455693.608889;131788.600;514415;183130949.228;377895756196.502041;256752331.004;316434
1503072864;253686445.313;3501266.706;272483744.642917;131802.194;514415;183130956.627;377895764511.056910;256752353.111;316434
1503072894;253686465.005;3501269.460;272487283.588378;131803.909;514415;183130963.896;377895772554.772917;256752375.215;316434
1503072924;253686481.370;3501276.880;272506821.090674;131813.377;514415;183130971.600;377895781498.105621;256752398.077;316435
1503072954;253686502.173;3501278.369;272507925.040562;131813.912;514415;183131009.578;377895852910.711974;256752420.184;316435
1503072984;253686524.970;3501278.446;272507673.078774;131813.791;514415;183131021.681;377895870933.787798;256752443.048;316435
1503073014;253686532.316;3501295.291;272486385.533467;131803.475;514415;183131035.945;377895893412.469523;256752465.145;316435
1503073044;253686554.132;3501296.486;272486806.429732;131803.679;514415;183131042.722;377895900440.075975;256752488.007;316435
1503073074;253686574.449;3501299.394;272463794.307854;131792.528;514415;183131075.806;377895961757.464877;256752510.871;316435
1503073104;253686591.914;3501304.692;272458612.762580;131790.017;514415;183131110.865;377896027148.624111;256752532.975;316435
1503073134;253686612.233;3501307.596;272354534.434181;131739.580;514415;183131170.845;377896143964.632536;256752555.837;316435
1503073164;253686630.706;3501311.746;272360778.612792;131742.606;514415;183131172.189;377896139783.743331;256752577.944;316436
1503073194;253686651.521;3501313.219;272356725.838474;131740.642;514415;183131180.947;377896150902.038652;256752600.049;316436
1503073224;253686669.208;3501319.130;272374383.463081;131749.199;514415;183131187.464;377896157395.958316;256752622.912;316437
1503073254;253686656.920;3501358.406;272473762.643889;131797.359;514415;183131196.342;377896168762.288264;256752645.016;316437
1503073284;253686660.631;3501380.276;272567353.951806;131842.714;514415;183131202.754;377896175039.622029;256752667.877;316437
1503073314;253686677.058;3501387.626;272615584.637520;131866.087;514415;183131214.722;377896192782.036947;256752690.741;316437
1503073344;253686693.887;3501393.610;272632451.917018;131874.261;514415;183131220.431;377896197608.639617;256752712.809;316437
1503073374;253686696.437;3501416.806;272664219.865092;131889.656;514415;183133430.544;377900751282.224328;256752735.671;316437
1503073404;253686708.113;3501428.707;272662939.572389;131889.036;514415;183133452.601;377900789844.299295;256752757.768;316437
1503073434;253686726.048;3501434.334;272660568.503614;131887.887;514415;183133468.720;377900816152.302147;256752780.631;316438
1503073464;253686747.854;3501434.679;272660624.185689;131887.914;514415;183133473.628;377900819324.245004;256752802.739;316438
1503073494;253686751.897;3501455.306;272559436.011596;131838.878;514415;183133555.505;377900981326.691311;256752824.844;316438
1503073524;253686774.609;3501455.479;272589627.463858;131853.509;514415;183133564.075;377900992057.084298;256752847.707;316438
1503073554;253686795.488;3501456.882;272588934.116246;131853.173;514415;183133573.261;377901004056.872637;256752869.815;316438
1503073584;253686827.051;3501446.083;272649401.717485;131882.476;514415;183133578.527;377901007969.319093;256752891.922;316438
1503073614;253686850.092;3501446.743;272637878.861382;131876.892;514415;183133446.829;377900729252.033756;256752915.541;316438
1503073644;253686871.633;3501447.390;272618168.297157;131867.341;514415;183133462.344;377900754315.387726;256752937.648;316438
1503073674;253686888.213;3501453.701;272638151.506286;131877.025;514415;183133468.160;377900759362.783166;256752959.755;316438
1503073704;253686910.864;3501453.943;272615813.698230;131866.200;514415;183133485.830;377900788871.346535;256752982.617;316439
1503073734;253686932.091;3501454.949;272466533.726980;131793.858;514415;183133564.769;377900944810.320710;256753004.725;316439
1503073764;253686954.143;3501455.875;272465856.767278;131793.530;514415;183133567.187;377900942845.028679;256753027.588;316439
1503073794;253686973.200;3501459.352;272462751.130526;131792.025;514415;183133577.406;377900956976.234751;256755736.873;316439
1503073824;253686994.652;3501460.100;272464195.597945;131792.725;514415;183133582.863;377900961282.817576;256755758.981;316439
1503073854;253687015.401;3501462.512;272588582.612666;131853.004;514415;183133591.788;377900972743.860861;256755781.844;316439
1503073884;253687037.058;3501463.024;272587569.400426;131852.513;514415;183133598.745;377900980145.752217;256755803.950;316440
1503073914;253687057.812;3501465.430;272566775.047577;131842.436;514415;183133617.744;377901012396.810448;256755826.812;316440
1503073944;253687076.058;3501469.834;272457406.795079;131789.436;514415;183133681.593;377901137198.190364;256755848.918;316440
1503073974;253687059.584;3501514.713;272587551.476700;131852.505;514415;183133688.070;377901143609.587410;256755871.777;316440
1503074004;253687080.317;3501516.271;272607443.892733;131862.145;514415;183133693.752;377901148380.462608;256755893.876;316440
1503074034;253687097.540;3501521.843;272610662.966776;131863.705;514415;183133705.836;377901166362.078101;256755915.982;316440
1503074064;253687117.295;3501525.389;272601143.159596;131859.092;514415;183133537.094;377900811203.657307;256755938.845;316441
1503074094;253687137.108;3501528.867;272605201.870002;131861.059;514415;183133546.113;377900822860.774280;256755961.706;316441
1503074124;253687157.362;3501530.979;272592816.024473;131855.057;514415;183133530.804;377900784316.258174;256755983.811;316441
1503074154;253687179.078;3501532.289;272587954.272676;131852.701;514415;183133540.732;377900797848.950019;256756006.675;316441
1503074184;253687200.478;3501533.097;272608403.830091;131862.611;514415;183133547.608;377900805083.685895;256756028.783;316442
1503074214;253687221.136;3501534.749;272609260.163806;131863.026;514415;183133554.778;377900812925.119835;256756050.889;316442
1503074244;253687199.399;3501585.638;272723265.909705;131918.274;514415;183133561.611;377900820071.190486;256756073.753;316442
1503074274;253687215.018;3501593.040;272739138.569016;131925.966;514415;183133568.510;377900827353.379100;256756095.859;316442
1503074340;253687247.346;3501613.265;272759067.255045;131935.624;514415;183132411.403;377898424334.447899;256756145.913;316442
1503074370;253687269.078;3501613.693;272754487.992549;131933.405;514415;183132420.820;377898436812.888320;256756168.020;316442
1503074397;253687289.000;3501614.526;272755352.603330;131933.824;514415;183132405.451;377898398836.895865;256756188.672;316442
1503074427;253687311.711;3501613.826;272653455.537792;131884.444;514415;183132461.363;377898507258.832640;256756210.769;316442
1503074457;253687333.387;3501614.319;272634217.242301;131875.121;514415;183132474.756;377898527940.917729;256756232.877;316442
1503074487;253687355.769;3501614.870;272627073.527761;131871.660;514415;183132484.782;377898541677.597605;256756255.742;316442
1503074517;253687372.828;3501620.628;272515561.153099;131817.622;514415;183132386.660;377898332248.380211;256756277.848;316442
1503074547;253687395.248;3501621.133;272516151.321201;131817.908;514415;183132391.912;377898336130.875196;256756300.710;316443
1503074577;253687413.267;3501625.795;272527537.864315;131823.426;514415;183132399.150;377898344112.596468;256756322.815;316444
1503074607;253687433.883;3501628.359;272483152.466968;131801.917;514415;183132429.769;377898400342.637616;256756345.678;316444
1503074637;253687425.306;3501664.228;272576011.227933;131846.917;514415;183132436.005;377898406256.702511;256756368.538;316444
1503074667;253687446.578;3501665.181;272566714.737337;131842.412;514415;183132330.073;377898180708.031657;256756390.645;316444
1503074697;253687461.622;3501673.241;272585691.719482;131851.609;514415;183132352.698;377898220442.505059;256756412.753;316444
1503074727;253687479.931;3501677.573;272571385.239212;131844.676;514415;183132370.752;377898250743.384998;256756434.859;316444
1503074757;253687499.686;3501681.120;272575144.815461;131846.498;514415;183132380.067;377898263011.222438;256756457.722;316444
1503074787;253687520.038;3501683.986;272583611.470249;131850.601;514415;183132387.599;377898271599.613804;256756480.586;316444
1503074820;253687544.375;3501684.828;272584432.748387;131850.999;514415;183132397.829;377898285059.995421;256756505.661;316444
1503074850;253687566.140;3501685.216;272564030.527582;131841.112;514415;183132413.497;377898310437.376429;256756527.766;316444
1503074877;253687585.553;3501685.768;272624068.823321;131870.207;514415;183132419.128;377898315798.460345;256756547.663;316444
1503074907;253687606.978;3501687.398;272627766.655755;131871.999;514415;183132423.082;377898317001.104452;256756570.517;316444
1503074937;253687628.673;3501687.870;272607367.009598;131862.114;514415;183132438.728;377898342334.639995;256756592.625;316444
1503074970;253687647.065;3501695.495;272614788.631232;131865.711;514415;183132449.862;377898357659.423985;256756617.700;316445
1503075000;253687660.851;3501704.987;272681795.497103;131898.183;514415;183132455.928;377898363222.688782;256756639.805;316445
1503075030;253687651.747;3501740.597;272741916.119273;131927.318;514415;183132471.226;377898387836.692526;256756661.910;316445
1503075060;253687672.407;3501743.110;272684281.493467;131899.388;514415;183132505.603;377898451819.185055;256756684.773;316445
1503075090;253687693.410;3501744.372;272681417.274679;131898.000;514415;183132513.846;377898461874.791804;256756706.882;316445
1503075120;253687709.135;3501752.518;272707950.109400;131910.858;514415;183132623.541;377898681279.054675;256756729.746;316445
1503075150;253687730.037;3501753.893;272706453.990317;131910.133;514415;183132631.016;377898689749.891070;256756751.853;316445
1503075180;253687751.197;3501755.833;272842104.066374;131975.870;514415;183132634.743;377898690485.853844;256756774.714;316445
1503075210;253687773.399;3501756.588;272795387.441712;131953.231;514415;183132664.231;377898744381.482665;256756797.577;316445
1503075240;253687794.924;3501756.651;272818996.212842;131964.672;514415;183132668.326;377898745876.646133;256756819.158;316445
1503075270;253687816.009;3501757.815;272779438.008509;131945.502;514415;183132694.229;377898792374.487312;256756841.263;316445
1503075300;253687838.497;3501758.241;272785143.566501;131948.267;514415;183132700.041;377898797412.813637;256756864.124;316445
1503075330;253687854.833;3501765.686;272789496.598580;131950.377;514415;183132716.152;377898823705.214790;256756886.985;316446
1503075360;253687875.839;3501766.941;272788544.833227;131949.916;514415;183132723.052;377898830988.218369;256756909.091;316447
1503075390;253687896.380;3501768.730;272787277.815986;131949.302;514415;183132727.165;377898832521.357771;256756931.200;316447
1503075420;253687900.941;3501789.612;272843999.981823;131976.790;514415;183132736.458;377898844743.686797;256756954.062;316447
1503075450;253687917.420;3501796.033;272856688.606008;131982.939;514415;183132741.211;377898847595.556922;256756976.169;316448
1503075480;253687931.972;3501805.511;272830223.143494;131970.114;514415;183132775.909;377898912242.450097;256756999.028;316449
1503075510;253687925.735;3501838.716;272890512.956622;131999.331;514415;183132780.769;377898915315.808289;256757021.892;316449
1503075540;253687943.587;3501843.569;272870896.509168;131989.825;514415;183132802.270;377898952730.170012;256757043.998;316449
1503075570;253687965.121;3501844.222;273242931.826344;132170.116;514415;183132807.762;377898957108.972010;256757066.104;316449
1503075600;253687986.403;3501846.024;273247803.812818;132172.477;514415;183132813.268;377898961515.790137;256757088.965;316450
1503075630;253688008.780;3501846.578;273141389.643666;132120.909;514415;183132871.674;377899075086.262815;256757111.828;316450
1503075660;253688028.752;3501849.011;273051852.603542;132077.520;514415;183132922.486;377899172986.033743;256757133.932;316450
1503075690;253688050.448;3501849.341;272987732.467291;132046.447;514415;183132961.978;377899247524.907386;256757155.917;316450
1503075720;253688070.717;3501851.437;272482776.755452;131801.752;514415;183133214.559;377899761799.500376;256757178.023;316450
1503075750;253688089.208;3501855.560;272494037.315557;131807.209;514415;183133218.535;377899763049.050943;256757200.128;316450
1503075780;253688104.580;3501864.105;272503267.379848;131811.682;514415;183133230.466;377899780713.624475;256757222.989;316450
1503075810;253688124.317;3501866.799;272514457.870751;131817.105;514415;183133237.671;377899788627.257233;256757245.087;316450
1503075840;253688145.618;3501867.719;272520243.944847;131819.909;514415;183133246.344;377899799570.179048;256757267.194;316451
1503075870;253688159.084;3501877.578;272516404.844976;131818.049;514415;183133266.904;377899835043.134416;256757289.301;316451
1503075900;253688179.996;3501879.565;272574561.207129;131846.232;514415;183133234.697;377899761628.022001;256757311.954;316451
1503075930;253688200.841;3501881.003;272544656.288340;131831.740;514415;183133257.274;377899801262.462506;256757334.060;316451
1503075960;253688116.522;3502003.298;272846506.854047;131978.019;514415;183133282.129;377899845597.285143;256757356.923;316451
1503075993;253688120.274;3502026.762;272926228.426616;132016.654;514415;183133279.161;377899831825.007204;256757381.239;316451
1503076020;253688126.133;3502042.778;272970202.159773;132037.964;514415;183133284.193;377899835950.003344;256757401.135;316451
1503076050;253688147.829;3502044.110;272973833.965802;132039.724;514415;183133290.350;377899841701.043831;256757423.999;316451
1503076080;253688163.271;3502051.716;272966154.879288;132036.003;514415;183133273.326;377899799616.565611;256757446.107;316451
1503076110;253688178.702;3502060.186;272990615.912815;132047.857;514415;183133279.527;377899805458.406469;256757468.961;316451
1503076140;253688200.712;3502060.297;272975206.870522;132040.390;514415;183133292.402;377899825072.909784;256757491.068;316451
1503076170;253688220.034;3502064.338;272984451.383010;132044.870;514415;183132965.759;377899144082.871433;256757513.932;316451
1503076200;253688239.991;3502066.791;272959979.713526;132033.011;514415;183132986.731;377899180405.365840;256757536.039;316451
1503076230;253688258.716;3502071.510;272903538.898458;132005.661;514415;183133025.885;377899254249.950678;256757558.900;316452
1503076260;253688279.090;3502073.486;272904937.929326;132006.339;514415;183132998.587;377899190963.965986;256757581.005;316452
1503076290;253688268.453;3502110.669;273004521.593715;132054.598;514415;183133006.229;377899199779.375621;256757602.956;316452
1503076320;253688285.497;3502116.442;272834666.054755;131972.287;514415;183133102.358;377899391194.625135;256757625.060;316454
1503076350;253688307.418;3502117.516;272834434.889078;131972.175;514415;183133109.872;377899399745.919761;256757647.922;316454
1503076380;253688321.279;3502125.824;272846927.346975;131978.229;514415;183133126.343;377899426780.283477;256757669.065;316454
1503076428;253688338.179;3502147.760;272895213.721215;132001.629;514415;183133141.016;377899445930.395418;256757705.190;316454
1503076458;253688354.193;3502154.711;272907865.167427;132007.760;514415;183133149.198;377899455860.106059;256757727.296;316454
1503076485;253688374.438;3502155.176;272884155.170632;131996.270;514415;183133166.651;377899485616.226344;256757747.948;316454
1503076518;253688398.063;3502155.967;272876932.162155;131992.772;514415;183133182.886;377899511472.849053;256757772.267;316455
1503076548;253688418.744;3502158.455;272887202.326612;131997.749;514415;183133189.286;377899517725.326228;256757795.128;316455
1503076578;253688440.197;3502159.201;272888312.502961;131998.287;514415;183132938.305;377898992862.494197;256757817.235;316455
1503076608;253688451.418;3502172.484;272945288.221070;132025.898;514415;183132953.453;377899017166.976707;256757840.098;316455
1503076638;253688471.372;3502174.939;272946404.497417;132026.439;514415;183132961.335;377899026477.689458;256757862.203;316455
1503076668;253688431.763;3502246.217;273150551.136181;132125.370;514415;183132967.437;377899032115.233863;256757885.064;316455
1503076698;253688450.474;3502250.092;273160037.156791;132129.967;514415;183132973.248;377899037152.299987;256757907.171;316455
1503076728;253688442.738;3502284.139;273251610.104557;132174.344;514415;183132974.634;377899033056.421008;256757929.275;316455
1503076758;253688463.831;3502286.158;273255265.366525;132176.117;514415;183132981.655;377899040593.713211;256757952.137;316455
1503076788;253688483.164;3502290.183;273211186.226809;132154.756;514415;183133016.250;377899105027.459284;256757974.998;316455
1503076818;253688435.305;3502370.010;273391748.802411;132242.258;514415;183125560.918;377883713826.724537;256757997.101;316455
1503076848;253688445.239;3502384.759;273426291.827913;132258.999;514415;183125552.451;377883689402.275142;256758019.962;316455
1503076878;253688466.614;3502385.595;273403126.391307;132247.773;514415;183125570.406;377883719499.086268;256758042.069;316456
1503076908;253688490.851;3502383.166;273407946.785595;132250.109;514415;183125575.704;377883723477.558042;256758064.177;316456
1503076938;253688498.015;3502401.075;273393873.274298;132243.289;514415;183125609.346;377883785944.853346;256758087.037;316456
1503076968;253688506.661;3502416.432;273411256.374265;132251.713;514415;183125625.964;377883813281.988411;256758109.143;316456
1503076998;253688522.312;3502423.788;273414165.860637;132253.123;514415;183125640.221;377883835747.662753;256758131.241;316457
1503077028;253688497.871;3502477.758;273404183.711523;132248.286;514415;183125720.027;377883993476.130562;256758154.100;316457
1503077058;253688514.882;3502484.435;273407668.283239;132249.975;514415;183125733.592;377884014514.482327;256758176.963;316457
1503077088;253688532.576;3502489.469;273408992.995340;132250.617;514415;183125744.373;377884029806.738764;256758199.069;316457
1503077118;253688554.502;3502490.535;273287013.866904;132191.505;514415;183125822.730;377884184544.284971;256758221.929;316458
1503077148;253688566.797;3502501.731;272971314.758216;132038.515;514415;183125995.685;377884534486.448721;256758244.037;316458
1503077178;253688589.429;3502501.996;272957813.065926;132031.972;514415;183126008.562;377884554104.421241;256758266.901;316458
1503077208;253688608.338;3502505.645;272938094.563478;132022.417;514415;183126028.564;377884588426.481875;256758289.008;316459
1503077238;253688628.947;3502508.217;272934955.893634;132020.896;514415;183126039.455;377884603946.291455;256758311.871;316461
1503077268;253688643.318;3502517.903;272942405.104801;132024.506;514415;183126040.454;377884599051.918606;256758334.731;316464
1503077298;253688665.883;3502516.887;272930702.735948;132018.835;514415;183126059.266;377884630916.963720;256758356.406;316471
1503077328;253688685.308;3502519.946;272928544.268089;132017.789;514415;183127077.810;377886725750.760970;256758378.512;316476
1503077358;253688698.137;3502531.397;272935716.788735;132021.265;514415;183127097.780;377886760005.549797;256758401.377;316478
1503077388;253688716.551;3502535.611;272812795.221167;131961.701;514415;183127155.344;377886871841.360968;256758423.484;316481
1503077418;253688710.949;3502567.228;272887874.491585;131998.085;514415;183127161.282;377886877140.490369;256758445.592;316482
1503077448;253688728.432;3502573.366;272894488.039887;132001.290;514415;183127173.025;377886894418.419779;256758468.454;316483
1503077478;253688747.663;3502577.510;272904023.523888;132005.911;514415;183127180.291;377886902457.964688;256758491.317;316484
1503077508;253688754.847;3502594.136;272957743.193562;132031.944;514415;183127195.755;377886927414.262062;256758513.073;316489
1503077538;253688770.885;3502601.054;272967996.828402;132036.913;514415;183127206.183;377886941978.626798;256758535.174;316491
1503077568;253688788.239;3502607.335;272960754.288841;132033.404;514415;183127223.736;377886971246.528762;256758558.033;316492
1503077598;253688777.104;3502645.255;273007600.014149;132056.106;514415;183127212.883;377886941896.322876;256758580.132;316493
1503077628;253688789.610;3502657.071;273015990.252027;132060.172;514415;183127228.298;377886966751.515412;256758602.993;316494
1503077658;253688811.108;3502658.625;273019931.580533;132062.082;514415;183127236.676;377886977085.635937;256758625.853;316497
1503077688;253688832.075;3502659.925;273021972.403884;132063.071;514415;183127230.810;377886958023.700114;256758647.960;316498
1503077718;253688853.616;3502659.566;273001231.609202;132053.020;514415;183127247.026;377886984532.039490;256758669.186;316499
1503077748;253688874.368;3502661.098;272994190.318641;132049.608;514415;183127260.606;377887005601.153327;256758691.281;316504
1503077778;253688894.850;3502663.813;272999051.967129;132051.964;514415;183127267.530;377887012931.716313;256758714.142;316509
1503077814;253688920.209;3502666.008;272979058.270761;132042.277;514415;183127291.751;377887054571.758864;256758741.425;316519
1503077838;253688922.772;3502683.259;273025303.889593;132064.688;514415;183127297.760;377887061408.225182;256758759.107;316519
1503077868;253688944.921;3502684.073;273023917.172852;132064.016;514415;183127274.385;377887006216.480611;256758781.970;316522
1503077898;253688967.382;3502684.530;273024486.702249;132064.292;514415;183127285.414;377887022020.999187;256758804.831;316527
1503077928;253688989.141;3502684.927;273022392.186806;132063.277;514415;183127292.657;377887030013.059229;256758826.938;316529
1503077958;253689010.675;3502685.580;273014948.852874;132059.670;514415;183127304.816;377887048147.569472;256758849.044;316533
1503077988;253689012.360;3502708.881;273073447.594702;132088.019;514415;183127359.748;377887154546.941074;256758871.151;316535
1503078018;253689032.735;3502711.719;273078412.423858;132090.425;514415;183127368.224;377887165083.292267;256758894.013;316537
1503078048;253689019.629;3502751.898;273194819.923763;132146.837;514415;183127375.813;377887173789.288182;256758916.121;316541
1503078078;253689038.855;3502756.048;273202869.698010;132150.738;514415;183127383.253;377887182185.859089;256758938.984;316543
1503078108;253689057.864;3502759.581;273197116.483040;132147.950;514415;183127328.552;377887062353.822110;256758961.090;316544
1503078138;253689076.976;3502763.856;273134799.386120;132117.751;514415;183127373.169;377887147468.594657;256758983.948;316545
1503078168;253689064.015;3502803.868;273233283.110886;132165.477;514415;183127311.290;377887012822.489679;256759006.055;316548
1503078198;253689084.857;3502806.172;273237763.017354;132167.648;514415;183127319.143;377887022073.257299;256759028.916;316551
1503078228;253689102.617;3502811.131;273251070.611398;132174.097;514415;183127327.200;377887031745.048704;256759051.022;316556
1503078258;253689124.831;3502811.870;273117161.020887;132109.206;514415;183127403.943;377887183155.431924;256759073.884;316566
1503078288;253689099.277;3502866.249;273240072.417911;132168.770;514415;183127431.185;377887232415.327787;256759095.989;316573
1503078318;253689119.923;3502868.776;273240530.449027;132168.992;514415;183127440.966;377887245644.637098;256759118.850;316575
1503078348;253689117.903;3502896.303;273151034.043441;132125.622;514415;183127531.474;377887425455.330621;256759140.955;316578
1503078378;253689137.849;3502899.628;273336974.001259;132215.730;514415;183127514.519;377887383512.731262;256759163.815;316581
1503078408;253689142.392;3502919.666;273377668.708995;132235.451;514415;183127538.755;377887426568.901817;256759185.920;316584
1503078438;253689136.623;3502951.473;273404086.622858;132248.254;514415;183127576.677;377887497867.130649;256759208.027;316586
1503078468;253689156.697;3502954.655;273405262.626485;132248.824;514415;183127588.365;377887515031.712376;256759230.890;316587
1503078498;253689177.970;3502956.467;273405980.728163;132249.172;514415;183127598.928;377887529874.624538;256759253.751;316592
1503078528;253689198.813;3502957.911;273410314.101239;132251.272;514415;183127607.939;377887541512.979656;256759275.860;316597
1503078558;253689218.007;3502962.095;273418343.266846;132255.163;514415;183127617.318;377887553912.677076;256759298.721;316601
1503078588;253689238.590;3502963.832;273399989.897451;132246.269;514415;183127643.900;377887601811.534984;256759320.826;316606
1503078618;253689259.990;3502964.638;273339699.799929;132217.052;514415;183127685.693;377887681098.409446;256759342.933;316612
1503078648;253689270.245;3502979.020;273329266.476453;132211.996;514415;183127720.425;377887745814.753136;256759365.792;316617
1503078678;253689291.340;3502981.036;273332611.439290;132213.617;514415;183127729.848;377887758305.249546;256759388.654;316622
1503078708;253689306.069;3502989.455;273295351.770105;132195.561;514415;183127763.298;377887820376.711209;256759410.762;316623
1503078738;253689324.364;3502993.801;273307351.154438;132201.376;514415;183127743.707;377887772995.368398;256759432.866;316625
1503078768;253689316.574;3503028.774;273390127.161164;132241.490;514415;183127759.350;377887798321.118912;256759455.727;316629
1503078798;253689332.193;3503036.174;273410120.604942;132251.179;514415;183127767.372;377887807920.644438;256759477.831;316633
1503078828;253689354.366;3503036.098;273410256.777015;132251.245;514415;183127773.359;377887813320.897225;256759499.938;316634
1503078858;253689353.487;3503064.026;273398281.546514;132245.442;514415;183127829.891;377887923022.472170;256759523.536;316636
1503078888;253689369.310;3503071.193;273416939.909380;132254.484;514415;183127835.605;377887927859.372905;256759545.640;316636
1503078918;253689386.499;3503076.790;273419618.229522;132255.782;514415;183130582.881;377893589964.068696;256759567.734;316638
1503078948;253689408.549;3503076.857;273416510.451700;132254.276;514415;183130592.721;377893603315.159073;256759589.843;316644
1503078978;253689429.117;3503079.456;273416706.478910;132254.371;514415;183130601.262;377893613984.846356;256759612.689;316650
1503079008;253689441.195;3503090.897;273441114.809669;132266.200;514415;183130613.044;377893631344.261070;256759634.794;316656
1503079038;253689464.263;3503091.527;273431376.123208;132261.481;514415;183130628.106;377893655470.879804;256759658.414;316661
1503079068;253689486.304;3503091.604;273422160.111943;132257.015;514415;183130632.318;377893657205.524737;256759680.523;316665
1503079098;253689482.660;3503120.976;273507074.036394;132298.165;514415;183130638.344;377893662686.256035;256759702.621;316666
1503079128;253689504.397;3503122.260;273511624.101935;132300.370;514415;183130646.642;377893672855.282560;256759725.483;316670
1503079158;253689512.021;3503138.784;273496731.450387;132293.153;514415;183130683.723;377893742418.883470;256759747.589;316674
1503079188;253689515.381;3503161.034;273614480.145164;132350.215;514415;183130691.916;377893752371.251939;256759770.450;316678
1503079218;253689498.539;3503205.476;273687126.094989;132385.420;514415;183130790.806;377893949479.071151;256759792.558;316679
1503079248;253689511.730;3503216.509;273700856.856020;132392.075;514415;183130811.253;377893984719.811964;256759815.418;316679
1503079278;253689519.199;3503233.211;273657993.052367;132371.304;514415;183130865.393;377894089486.610835;256759837.525;316683
1503079308;253689541.504;3503233.847;273647551.300419;132366.244;514415;183131652.028;377895705766.237250;256759860.388;316689
1503079338;253690747.458;3501883.077;273644654.021962;132364.840;514415;183131662.391;377895720196.532626;256759882.494;316692
1503079368;253690767.498;3501885.434;273650619.660637;132367.731;514415;183131669.828;377895728588.869584;256759904.600;316695
1503079398;253690784.415;3501891.207;273645104.942029;132365.059;514415;183131694.717;377895772993.754045;256759926.577;316699
1503079428;253690767.653;3501936.418;273776755.573982;132428.858;514415;183131703.225;377895783596.124081;256759949.439;316703
1503079458;253690777.370;3501950.551;273813562.583124;132446.695;514415;183131712.607;377895796002.036064;256759971.542;316709
1503079488;253690788.873;3501963.510;273846717.179647;132462.762;514415;183131715.163;377895794321.389497;256759994.403;316712
